0.5,0,0.5,0,-1.57,0,0,0,0,0,0,0,0
0.5,9.6054e-06,0.5,4.5511e-06,-1.5566,0.0048647,-0.0026002,4.0376e-08,0.00030556,6.2404e-05,0.00023244,0.00013553,0
0.49998,1.984e-05,0.49999,1.7322e-05,-1.5433,0.0096798,-0.0051398,1.0888e-07,0.00076363,-0.00016738,0.00048365,0.0001126,0
0.49997,4.0434e-05,0.49999,3.4468e-05,-1.5302,0.014437,-0.007615,2.64e-07,0.0015445,-0.00031485,0.00098536,0.00024431,0
0.49994,7.0584e-05,0.49997,6.4161e-05,-1.5172,0.019134,-0.010059,5.6558e-07,0.0027661,-0.00070586,0.001722,0.00033825,0
0.4999,0.00010052,0.49995,0.00010179,-1.5044,0.023781,-0.012479,1.0748e-06,0.0041181,-0.0014053,0.0024571,0.00025579,0
0.49986,0.00013902,0.49993,0.0001435,-1.4917,0.028361,-0.014796,1.8461e-06,0.0057482,-0.0020614,0.0033996,0.00028721,0
0.49981,0.00018757,0.49991,0.0001892,-1.4791,0.032858,-0.017106,2.946e-06,0.0076912,-0.0026372,0.0045851,0.0004689,0
0.49974,0.00024233,0.49987,0.00025533,-1.4667,0.037306,-0.019324,4.4374e-06,0.01013,-0.0038393,0.0059292,0.00036191,0
0.49968,0.00030643,0.49984,0.00031699,-1.4544,0.041654,-0.021492,6.3847e-06,0.012727,-0.0046677,0.0074954,0.00056344,0
0.4996,0.0003683,0.49979,0.00039436,-1.4422,0.045975,-0.023649,8.8528e-06,0.01554,-0.0061543,0.0090154,0.00036997,0
0.49952,0.00043792,0.49975,0.00046705,-1.4302,0.050195,-0.025721,1.1908e-05,0.018471,-0.0073026,0.01072,0.00044862,0
0.49943,0.00051299,0.49969,0.00055978,-1.4183,0.05437,-0.027739,1.5619e-05,0.021877,-0.0090905,0.012564,0.00022294,0
0.49937,0.0004133,0.49959,0.00058276,-1.4072,0.059208,-0.030117,0.00011138,0.02036,-0.013429,0.010197,-0.003266,0
0.49927,0.00050344,0.49953,0.00068205,-1.3956,0.063193,-0.032002,0.00011608,0.024271,-0.015176,0.012407,-0.0033108,0
0.49921,0.00039017,0.4994,0.00071635,-1.385,0.068146,-0.034378,0.00022786,0.022598,-0.02022,0.0097186,-0.0073398,0
0.49908,0.00047427,0.49933,0.00082935,-1.3736,0.072085,-0.036209,0.0002338,0.026633,-0.022709,0.011791,-0.0078666,0
0.49901,0.00035038,0.49918,0.00086726,-1.3633,0.077164,-0.038659,0.00036206,0.024872,-0.028377,0.0088537,-0.012359,0
0.49888,0.00044764,0.49911,0.00098603,-1.3522,0.080908,-0.040355,0.0003695,0.029364,-0.030865,0.011246,-0.012747,0
0.49874,0.00054843,0.49902,0.0011158,-1.3412,0.084604,-0.041994,0.00037814,0.034145,-0.033722,0.01373,-0.013306,0
0.49865,0.00039382,0.49884,0.0011506,-1.3316,0.090041,-0.04458,0.00053225,0.031883,-0.040647,0.010063,-0.018827,0
0.49857,0.00022414,0.49867,0.0011786,-1.3224,0.095661,-0.047231,0.00069473,0.029204,-0.047809,0.0060334,-0.024639,0
0.4984,0.00034343,0.49856,0.0013326,-1.3116,0.099102,-0.048702,0.000706,0.034919,-0.051316,0.0089747,-0.025371,0
0.49831,0.00016123,0.49836,0.001356,-1.3028,0.10499,-0.051469,0.00088631,0.032104,-0.059138,0.0046508,-0.031685,0
0.49813,0.00026952,0.49824,0.0015139,-1.2925,0.10845,-0.052882,0.00089994,0.037682,-0.063187,0.007333,-0.032838,0
0.49794,0.0003916,0.49812,0.0016783,-1.2821,0.11174,-0.054207,0.00091532,0.043729,-0.067211,0.01035,-0.033833,0
0.49783,0.00018113,0.49789,0.0016872,-1.2741,0.11817,-0.057253,0.0011239,0.040465,-0.076213,0.0053565,-0.041105,0
0.49773,-3.4109e-05,0.49767,0.0017012,-1.2663,0.1248,-0.060373,0.0013417,0.037112,-0.085382,0.00025032,-0.04852,0
0.49752,8.28e-05,0.49752,0.001879,-1.2564,0.12806,-0.061613,0.0013611,0.043373,-0.09028,0.0031546,-0.050061,0
0.4974,-0.00014331,0.49728,0.0018879,-1.2491,0.13509,-0.064924,0.0015983,0.039924,-0.10007,-0.0022059,-0.057939,0
0.49718,-1.872e-05,0.49712,0.0020773,-1.2394,0.13822,-0.06606,0.0016211,0.046644,-0.10539,0.00089192,-0.059637,0
0.49705,-0.00027294,0.49685,0.0020702,-1.2328,0.14593,-0.069723,0.0018784,0.042669,-0.11617,-0.0051362,-0.068367,0
0.49681,-0.0001413,0.49668,0.0022707,-1.2233,0.14894,-0.070759,0.001905,0.049832,-0.12193,-0.0018599,-0.070236,0
0.49657,-1.8434e-05,0.4965,0.002468,-1.2141,0.15203,-0.071804,0.0019341,0.056768,-0.12785,0.0012066,-0.072292,0
0.49644,-0.00029072,0.49622,0.0024477,-1.2082,0.16047,-0.075816,0.0022235,0.05253,-0.13943,-0.0052454,-0.081655,0
0.49617,-0.00015818,0.49602,0.0026637,-1.1991,0.16346,-0.076809,0.0022569,0.060109,-0.14603,-0.0019329,-0.083991,0
0.49603,-0.00044572,0.49572,0.0026301,-1.1939,0.17255,-0.081167,0.0025681,0.055594,-0.15816,-0.0087453,-0.093824,0
0.49576,-0.00031901,0.49552,0.0028434,-1.1851,0.17557,-0.0821,0.0026062,0.063093,-0.16503,-0.0055685,-0.096367,0
0.49549,-0.00018984,0.4953,0.0030656,-1.1765,0.17859,-0.083038,0.0026473,0.070846,-0.17226,-0.0023252,-0.099093,0
0.49533,-0.00049913,0.49498,0.0030249,-1.1722,0.18873,-0.087936,0.0029933,0.066046,-0.18542,-0.0096463,-0.10973,0
0.49504,-0.00037241,0.49475,0.0032519,-1.1638,0.1918,-0.088868,0.0030397,0.073937,-0.19314,-0.0064531,-0.11275,0
0.49488,-0.00068017,0.49443,0.003194,-1.1599,0.20243,-0.094071,0.0034091,0.0692,-0.2063,-0.013734,-0.12337,0
0.49472,-0.00098821,0.49409,0.0031229,-1.1565,0.21359,-0.099507,0.0037899,0.06461,-0.21981,-0.021015,-0.13419,0
0.49455,-0.001295,0.49376,0.0030481,-1.1534,0.22521,-0.10523,0.004182,0.060139,-0.23348,-0.028262,-0.14508,0
0.49423,-0.0011604,0.4935,0.0032882,-1.1455,0.22822,-0.10605,0.0042392,0.068706,-0.24208,-0.02486,-0.14851,0
0.49391,-0.0010352,0.49325,0.0035234,-1.1378,0.23141,-0.10694,0.0043003,0.077027,-0.25084,-0.021682,-0.15214,0
0.49373,-0.0013495,0.4929,0.003419,-1.1355,0.24404,-0.11325,0.004731,0.072465,-0.26487,-0.029102,-0.1633,0
0.49355,-0.001655,0.49255,0.0033142,-1.1335,0.25708,-0.11979,0.0051739,0.068278,-0.27904,-0.036303,-0.17446,0
0.4932,-0.001517,0.49227,0.0035651,-1.1261,0.26017,-0.12059,0.0052449,0.07739,-0.28856,-0.032798,-0.17837,0
0.49302,-0.0018226,0.49192,0.0034322,-1.1247,0.27388,-0.12753,0.0057143,0.07315,-0.3026,-0.039999,-0.18945,0
0.49283,-0.0021161,0.49157,0.0032965,-1.1235,0.28795,-0.13468,0.0061958,0.069364,-0.31671,-0.046906,-0.20044,0
0.49263,-0.0023945,0.49122,0.0031507,-1.1224,0.30224,-0.142,0.0066902,0.0661,-0.33081,-0.053442,-0.21127,0
0.49226,-0.0022534,0.49092,0.0034065,-1.1156,0.30546,-0.14282,0.0067755,0.075697,-0.34114,-0.049843,-0.2156,0
0.49205,-0.0025212,0.49057,0.0032443,-1.1149,0.32017,-0.15041,0.0072977,0.072715,-0.35504,-0.056123,-0.2262,0
0.49185,-0.0027844,0.49022,0.0030627,-1.1145,0.33531,-0.15832,0.007833,0.069855,-0.36884,-0.062291,-0.2367,0
0.49163,-0.0030274,0.48987,0.002888,-1.1142,0.35052,-0.16628,0.0083818,0.06772,-0.3827,-0.067967,-0.24701,0
0.49142,-0.0032649,0.48954,0.0026818,-1.1141,0.36591,-0.17437,0.0089436,0.065529,-0.39599,-0.073516,-0.25695,0
0.49102,-0.0031138,0.48921,0.0029478,-1.1079,0.36929,-0.17519,0.009049,0.075992,-0.40743,-0.069646,-0.2618,0
0.49079,-0.0033329,0.48886,0.0027331,-1.108,0.38494,-0.18354,0.0096405,0.074547,-0.42095,-0.074739,-0.27166,0
0.49038,-0.0031778,0.48853,0.0029955,-1.102,0.38825,-0.18428,0.0097557,0.085231,-0.43255,-0.070763,-0.27656,0
0.49015,-0.0033903,0.48818,0.002756,-1.1026,0.40445,-0.19297,0.010377,0.084033,-0.44609,-0.075693,-0.28636,0
0.48992,-0.0035921,0.48784,0.0024987,-1.1032,0.42067,-0.20175,0.011014,0.083043,-0.45926,-0.080367,-0.29585,0
0.48968,-0.0037789,0.48751,0.0022412,-1.1039,0.43693,-0.21059,0.011664,0.082584,-0.47245,-0.084677,-0.30519,0
