0,0,0,0,0,0
0,0,0,0,0,0
5.3051e-25,2.5724e-05,-2.8737e-05,3.0131e-06,5.2441e-25,4.0214e-22
-6.5715e-11,7.7171e-05,-8.621e-05,9.0392e-06,-6.5715e-11,2.2039e-11
-4.6e-10,0.00015434,-0.00017242,1.8078e-05,-4.6e-10,1.5427e-10
-1.6429e-09,0.00025724,-0.00028737,3.013e-05,-1.6429e-09,5.5097e-10
-4.2714e-09,0.00038586,-0.00043105,4.5195e-05,-4.2714e-09,1.4325e-09
-9.2e-09,0.0005402,-0.00060347,6.3272e-05,-9.2e-09,3.0854e-09
-1.748e-08,0.00072026,-0.00080463,8.436e-05,-1.748e-08,5.8623e-09
-3.036e-08,0.00092605,-0.0010345,0.00010846,-3.036e-08,1.0182e-08
-4.9286e-08,0.0011576,-0.0012932,0.00013557,-4.9286e-08,1.6529e-08
-7.59e-08,0.0014148,-0.0015805,0.00016569,-7.59e-08,2.5455e-08
-1.1204e-07,0.0016978,-0.0018966,0.00019882,-1.1204e-07,3.7576e-08
-1.5975e-07,0.0020065,-0.0022415,0.00023496,-1.5975e-07,5.3576e-08
-2.2126e-07,0.0023409,-0.002615,0.00027411,-2.2126e-07,7.4204e-08
-2.99e-07,0.002701,-0.0030174,0.00031627,-2.99e-07,1.0028e-07
-3.956e-07,0.0030868,-0.0034484,0.00036143,-3.956e-07,1.3267e-07
-5.1389e-07,0.0034984,-0.0039082,0.00040959,-5.1389e-07,1.7234e-07
-6.5688e-07,0.0039357,-0.0043967,0.00046076,-6.5688e-07,2.203e-07
-8.278e-07,0.0043987,-0.004914,0.00051493,-8.278e-07,2.7762e-07
-1.0301e-06,0.0048875,-0.0054599,0.0005721,-1.0301e-06,3.4545e-07
-1.2673e-06,0.005402,-0.0060347,0.00063227,-1.2673e-06,4.2501e-07
-1.5433e-06,0.0059421,-0.0066381,0.00069543,-1.5433e-06,5.1757e-07
-1.8621e-06,0.0065081,-0.0072703,0.00076159,-1.8621e-06,6.2448e-07
-2.2278e-06,0.0070997,-0.0079312,0.00083073,-2.2278e-06,7.4714e-07
-2.645e-06,0.007717,-0.0086208,0.00090287,-2.645e-06,8.8704e-07
-3.1181e-06,0.0083601,-0.0093392,0.00097799,-3.1181e-06,1.0457e-06
-3.652e-06,0.0090289,-0.010086,0.0010561,-3.652e-06,1.2248e-06
-4.2517e-06,0.0097234,-0.010862,0.0011372,-4.2517e-06,1.4259e-06
-4.9224e-06,0.010444,-0.011667,0.0012212,-4.9224e-06,1.6508e-06
-5.6694e-06,0.01119,-0.0125,0.0013083,-5.6694e-06,1.9013e-06
-6.4984e-06,0.011961,-0.013362,0.0013983,-6.4984e-06,2.1793e-06
-7.415e-06,0.012759,-0.014252,0.0014912,-7.415e-06,2.4867e-06
-8.4254e-06,0.013582,-0.015172,0.0015871,-8.4254e-06,2.8255e-06
-9.5356e-06,0.01443,-0.01612,0.001686,-9.5356e-06,3.1978e-06
-1.0752e-05,0.015305,-0.017096,0.0017878,-1.0752e-05,3.6057e-06
-1.2081e-05,0.016205,-0.018102,0.0018925,-1.2081e-05,4.0514e-06
-1.353e-05,0.017131,-0.019136,0.0020002,-1.353e-05,4.5372e-06
-1.5106e-05,0.018083,-0.020199,0.0021108,-1.5106e-05,5.0655e-06
-1.6815e-05,0.01906,-0.02129,0.0022244,-1.6815e-05,5.6385e-06
-1.8665e-05,0.020063,-0.02241,0.0023408,-1.8665e-05,6.2588e-06
-2.0664e-05,0.021092,-0.023559,0.0024601,-2.0664e-05,6.929e-06
-2.2819e-05,0.022146,-0.024736,0.0025823,-2.2819e-05,7.6515e-06
-2.5138e-05,0.023226,-0.025942,0.0027074,-2.5138e-05,8.4291e-06
-2.763e-05,0.024332,-0.027177,0.0028354,-2.763e-05,9.2644e-06
-3.0302e-05,0.025464,-0.02844,0.0029662,-3.0302e-05,1.016e-05
-3.3164e-05,0.026621,-0.029732,0.0030999,-3.3164e-05,1.112e-05
-3.6224e-05,0.027803,-0.031052,0.0032364,-3.6224e-05,1.2145e-05
-3.9491e-05,0.029012,-0.032401,0.0033757,-3.9491e-05,1.324e-05
-4.2974e-05,0.030246,-0.033778,0.0035179,-4.2974e-05,1.4408e-05
-4.6682e-05,0.031506,-0.035184,0.0036628,-4.6682e-05,1.565e-05
-5.0625e-05,0.032791,-0.036619,0.0038105,-5.0625e-05,1.6972e-05
-5.4813e-05,0.034102,-0.038082,0.003961,-5.4813e-05,1.8375e-05
-5.9255e-05,0.035439,-0.039573,0.0041142,-5.9255e-05,1.9864e-05
-6.3961e-05,0.036802,-0.041093,0.0042701,-6.3961e-05,2.1441e-05
-6.8943e-05,0.03819,-0.042641,0.0044287,-6.8943e-05,2.311e-05
-7.4209e-05,0.039603,-0.044218,0.00459,-7.4209e-05,2.4874e-05
-7.9772e-05,0.041042,-0.045823,0.004754,-7.9772e-05,2.6738e-05
-8.5642e-05,0.042507,-0.047457,0.0049206,-8.5642e-05,2.8704e-05
-9.1829e-05,0.043998,-0.049118,0.0050898,-9.1829e-05,3.0776e-05
-9.8346e-05,0.045514,-0.050808,0.0052616,-9.8346e-05,3.2959e-05
-0.0001052,0.047055,-0.052526,0.005436,-0.0001052,3.5255e-05
-0.00011241,0.048622,-0.054273,0.0056129,-0.00011241,3.7669e-05
-0.00011999,0.050215,-0.056048,0.0057923,-0.00011999,4.0205e-05
-0.00012793,0.051833,-0.05785,0.0059742,-0.00012793,4.2866e-05
-0.00013627,0.053477,-0.059681,0.0061586,-0.00013627,4.5657e-05
-0.00014501,0.055146,-0.06154,0.0063453,-0.00014501,4.8581e-05
-0.00015416,0.056841,-0.063427,0.0065345,-0.00015416,5.1644e-05
-0.00016374,0.058561,-0.065342,0.0067259,-0.00016374,5.4848e-05
-0.00017376,0.060307,-0.067285,0.0069197,-0.00017376,5.8199e-05
-0.00018422,0.062078,-0.069256,0.0071158,-0.00018422,6.1701e-05
-0.00019516,0.063875,-0.071254,0.0073141,-0.00019516,6.5358e-05
-0.00020657,0.065697,-0.073281,0.0075146,-0.00020657,6.9174e-05
-0.00021848,0.067544,-0.075335,0.0077172,-0.00021848,7.3155e-05
-0.00023089,0.069417,-0.077417,0.007922,-0.00023089,7.7304e-05
-0.00024382,0.071316,-0.079526,0.0081288,-0.00024382,8.1626e-05
-0.00025729,0.073239,-0.081663,0.0083376,-0.00025729,8.6126e-05
-0.00027131,0.075188,-0.083827,0.0085483,-0.00027131,9.0809e-05
-0.00028589,0.077162,-0.086019,0.008761,-0.00028589,9.5679e-05
-0.00030105,0.079162,-0.088238,0.0089755,-0.00030105,0.00010074
-0.0003168,0.081187,-0.090484,0.0091918,-0.0003168,0.000106
-0.00033317,0.083237,-0.092758,0.0094099,-0.00033317,0.00011146
-0.00035015,0.085312,-0.095058,0.0096296,-0.00035015,0.00011713
-0.00036778,0.087412,-0.097386,0.009851,-0.00036778,0.00012301
-0.00038607,0.089538,-0.099741,0.010074,-0.00038607,0.00012911
-0.00040502,0.091688,-0.10212,0.010298,-0.00040502,0.00013543
-0.00042466,0.093864,-0.10453,0.010524,-0.00042466,0.00014198
-0.00044501,0.096065,-0.10697,0.010751,-0.00044501,0.00014876
-0.00046608,0.098291,-0.10943,0.01098,-0.00046608,0.00015578
-0.00048788,0.10054,-0.11191,0.011209,-0.00048788,0.00016304
-0.00051044,0.10282,-0.11443,0.01144,-0.00051044,0.00017055
-0.00053376,0.10512,-0.11697,0.011672,-0.00053376,0.00017831
-0.00055788,0.10744,-0.11954,0.011905,-0.00055788,0.00018634
-0.0005828,0.1098,-0.12213,0.012138,-0.0005828,0.00019462
-0.00060854,0.11217,-0.12475,0.012373,-0.00060854,0.00020318
-0.00063513,0.11457,-0.12739,0.012608,-0.00063513,0.00021202
-0.00066257,0.117,-0.13006,0.012844,-0.00066257,0.00022113
